0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,label
0.676711916923523,0.9367232322692871,-9.330903338877761e-08,0.6323464512825012,0.9258600473403931,-0.03790896013379097,0.5836640000343323,0.88395756483078,-0.06955268234014511,0.5669560432434082,0.8423713445663452,-0.10007941722869873,0.5833535194396973,0.8018828630447388,-0.13067421317100525,0.6218828558921814,0.7167395353317261,-0.06694172322750092,0.61220383644104,0.6031091213226318,-0.11293059587478638,0.6058024764060974,0.524346649646759,-0.14269627630710602,0.6000432968139648,0.4549250900745392,-0.16424567997455597,0.6762012839317322,0.7055786848068237,-0.07160291820764542,0.677284836769104,0.7335697412490845,-0.13221988081932068,0.6648897528648376,0.8182898759841919,-0.14291107654571533,0.6579670906066895,0.8523898720741272,-0.14092710614204407,0.7254499793052673,0.7287418246269226,-0.08013813197612762,0.7299723029136658,0.7921251654624939,-0.12835748493671417,0.7138311862945557,0.8584166765213013,-0.11259469389915466,0.7031218409538269,0.8756722807884216,-0.09445801377296448,0.7712130546569824,0.7681572437286377,-0.09350346028804779,0.7738761901855469,0.8257737159729004,-0.12379465252161026,0.7545234560966492,0.8799432516098022,-0.11244737356901169,0.7394825220108032,0.8912624716758728,-0.09766995906829834,1
0.6420992612838745,0.9186089038848877,-5.8152128445954077e-08,0.596676230430603,0.8975719809532166,-0.029677405953407288,0.5471394658088684,0.8352524638175964,-0.05336994677782059,0.5407374501228333,0.782478928565979,-0.07765170186758041,0.5762800574302673,0.7626136541366577,-0.10211338102817535,0.5960955023765564,0.657826840877533,-0.0433240607380867,0.5851751565933228,0.5496560335159302,-0.08628998696804047,0.5840816497802734,0.4690249264240265,-0.11932109296321869,0.5834230184555054,0.4011513292789459,-0.14376412332057953,0.6571721434593201,0.6517896056175232,-0.04947862774133682,0.6332448720932007,0.6864238977432251,-0.10639985650777817,0.622156023979187,0.7708855867385864,-0.11919926106929779,0.6229491233825684,0.8155863285064697,-0.11648453027009964,0.7087705135345459,0.682886004447937,-0.05980827659368515,0.6790148615837097,0.7518422603607178,-0.10306597501039505,0.6648157835006714,0.8177670240402222,-0.08778055757284164,0.6667423844337463,0.8395576477050781,-0.06769972294569016,0.7530786991119385,0.7335478067398071,-0.07498087733983994,0.7233554124832153,0.7923131585121155,-0.10033148527145386,0.703201413154602,0.8436073064804077,-0.08763109892606735,0.701753556728363,0.8527553677558899,-0.07072341442108154,1
0.6307706236839294,0.9076946377754211,-2.11378520020844e-07,0.5755140781402588,0.8787351846694946,-0.030098939314484596,0.5233996510505676,0.8104270100593567,-0.05415981635451317,0.5275563597679138,0.7544347047805786,-0.07860828936100006,0.5675606727600098,0.7310975193977356,-0.10200361162424088,0.5749785304069519,0.6318395137786865,-0.04657641798257828,0.5635982155799866,0.5124265551567078,-0.08699263632297516,0.5609333515167236,0.42642343044281006,-0.11541644483804703,0.560600996017456,0.3532063961029053,-0.1369209736585617,0.6365172863006592,0.6227920651435852,-0.05228595435619354,0.6215526461601257,0.6646325588226318,-0.10732243955135345,0.6063888072967529,0.7466567754745483,-0.11816635727882385,0.6040434837341309,0.7881147861480713,-0.11566170305013657,0.6882826089859009,0.6513965725898743,-0.06184210628271103,0.6638641357421875,0.7207164764404297,-0.1036531925201416,0.6435056924819946,0.78575599193573,-0.08733058720827103,0.6419106125831604,0.8075361251831055,-0.0684874951839447,0.7353155016899109,0.6988159418106079,-0.07647936046123505,0.7084644436836243,0.7573238611221313,-0.1006430983543396,0.6812730431556702,0.8095875978469849,-0.08835607767105103,0.6741159558296204,0.8215197920799255,-0.07302439212799072,1
0.6187452673912048,0.8922412395477295,-2.5426089678148855e-07,0.5570104718208313,0.8543758392333984,-0.02951125241816044,0.5077082514762878,0.7792768478393555,-0.05384935811161995,0.5197765827178955,0.7182959318161011,-0.07934553176164627,0.5630132555961609,0.6861438751220703,-0.10389239341020584,0.5558252334594727,0.6066561341285706,-0.04503216594457626,0.5443838834762573,0.4785417914390564,-0.08269640803337097,0.5433139801025391,0.39381423592567444,-0.1066165342926979,0.5475101470947266,0.32337626814842224,-0.1242426186800003,0.617904782295227,0.5993462204933167,-0.05108596384525299,0.6033777594566345,0.6334638595581055,-0.10764951258897781,0.5884597301483154,0.7221631407737732,-0.1182851642370224,0.5867568850517273,0.7733530402183533,-0.11406960338354111,0.6711663007736206,0.625930666923523,-0.06069598346948624,0.6456878781318665,0.686346709728241,-0.10665934532880783,0.6253751516342163,0.7599090933799744,-0.09171909093856812,0.6218112111091614,0.7937520742416382,-0.07138574123382568,0.7205619812011719,0.6698691248893738,-0.07454919815063477,0.693398118019104,0.712221086025238,-0.09991521388292313,0.6658474802970886,0.7688314318656921,-0.08648565411567688,0.6560937762260437,0.7915906310081482,-0.06916997581720352,1
0.6034160256385803,0.8813727498054504,-2.1829339402756887e-07,0.5414983034133911,0.8374718427658081,-0.03158511593937874,0.49656030535697937,0.7593837380409241,-0.05704110115766525,0.5091857314109802,0.6952815055847168,-0.084068164229393,0.5507231950759888,0.6597312688827515,-0.1101190522313118,0.544989287853241,0.5854127407073975,-0.04384763538837433,0.5342841148376465,0.4527902603149414,-0.0830356627702713,0.5343738794326782,0.36949101090431213,-0.10653460770845413,0.5390608310699463,0.2987542748451233,-0.12322941422462463,0.6062848567962646,0.5840319991111755,-0.05055392533540726,0.5891427993774414,0.5965756773948669,-0.11016139388084412,0.5723791122436523,0.6862161159515381,-0.12229157984256744,0.5678311586380005,0.7373540997505188,-0.11744295060634613,0.6590525507926941,0.6133931875228882,-0.061071109026670456,0.6276093125343323,0.661124050617218,-0.11138705164194107,0.6070985794067383,0.7406302690505981,-0.09805841743946075,0.6025025248527527,0.7765048742294312,-0.07673097401857376,0.7063314914703369,0.6610298752784729,-0.07569505274295807,0.671227753162384,0.7010079622268677,-0.10373838990926743,0.6449645757675171,0.7589257955551147,-0.09096168726682663,0.6362326741218567,0.7822028994560242,-0.07291000336408615,1
0.5943442583084106,0.8735848665237427,-2.054799210782221e-07,0.5333824157714844,0.8290619254112244,-0.03375699743628502,0.4886845648288727,0.7460315227508545,-0.059319235384464264,0.5048701763153076,0.6771241426467896,-0.08601374924182892,0.5496183633804321,0.6419567465782166,-0.11163566261529922,0.53500896692276,0.5729584693908691,-0.04377485811710358,0.526398241519928,0.4366268217563629,-0.08344025164842606,0.5270518064498901,0.35481786727905273,-0.10625014454126358,0.531356692314148,0.2840273976325989,-0.12202011048793793,0.5965458750724792,0.5753731727600098,-0.049686070531606674,0.5812926888465881,0.5657435655593872,-0.1112561970949173,0.563170850276947,0.6559717059135437,-0.1242397353053093,0.5563031435012817,0.7096726298332214,-0.11816330999135971,0.6497682929039001,0.6052519679069519,-0.059464916586875916,0.6179593801498413,0.6437132954597473,-0.11301659792661667,0.5961325764656067,0.7295501828193665,-0.1012883335351944,0.5902432799339294,0.7691143751144409,-0.078974649310112,0.6967070698738098,0.6528778076171875,-0.07315447181463242,0.6596043705940247,0.6889690160751343,-0.1034102812409401,0.634458601474762,0.7523311376571655,-0.09121809154748917,0.627681314945221,0.7794976234436035,-0.07251909375190735,1
0.5844694375991821,0.8687917590141296,-2.3967396600710345e-07,0.524813175201416,0.8200194239616394,-0.03348454460501671,0.4821169376373291,0.7339572310447693,-0.058135055005550385,0.498775839805603,0.6655083894729614,-0.08415836095809937,0.5446463823318481,0.6346460580825806,-0.10943315178155899,0.5315809845924377,0.5594832301139832,-0.0417715422809124,0.5240277647972107,0.42609164118766785,-0.07994847744703293,0.5250593423843384,0.3452792465686798,-0.10203500092029572,0.5294514894485474,0.2756543457508087,-0.11774276196956635,0.5942285656929016,0.5639128088951111,-0.04809053987264633,0.5754887461662292,0.5576516389846802,-0.10925526916980743,0.5552211999893188,0.6491554379463196,-0.12302134931087494,0.5469397306442261,0.7049368619918823,-0.11767406761646271,0.6474436521530151,0.5971075892448425,-0.05817690119147301,0.6103761196136475,0.6341518759727478,-0.1124059408903122,0.5865978598594666,0.7221538424491882,-0.10213661193847656,0.5792304873466492,0.7650615572929382,-0.08072688430547714,0.6931412220001221,0.6474981307983398,-0.07207212597131729,0.6518234610557556,0.6851772665977478,-0.10389445722103119,0.625183641910553,0.7485678195953369,-0.09327436983585358,0.6176298260688782,0.776864230632782,-0.07556433230638504,1
0.5767979621887207,0.8708686828613281,-2.208527263292126e-07,0.5183393955230713,0.8224027156829834,-0.03648189827799797,0.47589319944381714,0.737481951713562,-0.06331808120012283,0.49213069677352905,0.6685258150100708,-0.09145937860012054,0.5413801670074463,0.6410338878631592,-0.11880234628915787,0.5299250483512878,0.5664058923721313,-0.04286232590675354,0.5229774713516235,0.42908814549446106,-0.08416561782360077,0.5252475738525391,0.3480606973171234,-0.10858503729104996,0.5305544137954712,0.2781362235546112,-0.1256876289844513,0.5905449986457825,0.5747197866439819,-0.049001310020685196,0.5672346353530884,0.5525031089782715,-0.114615298807621,0.5456973910331726,0.641420841217041,-0.13058897852897644,0.5373817086219788,0.695708692073822,-0.12570711970329285,0.6419014930725098,0.6070975065231323,-0.05947531759738922,0.6027256846427917,0.6367880702018738,-0.11698157340288162,0.577939510345459,0.7238520383834839,-0.10735621303319931,0.570105791091919,0.764946699142456,-0.08552271872758865,0.6859022378921509,0.6556293368339539,-0.07418647408485413,0.6444076895713806,0.6882534027099609,-0.10725144296884537,0.6162146925926208,0.7522283792495728,-0.09662110358476639,0.6072092652320862,0.7806451916694641,-0.07878873497247696,1
0.571759045124054,0.878523588180542,-2.1822020812578558e-07,0.5129428505897522,0.829740583896637,-0.03712842985987663,0.4705347418785095,0.7459976077079773,-0.06538067758083344,0.4863540530204773,0.676199197769165,-0.09498201310634613,0.535531222820282,0.6496467590332031,-0.12365954369306564,0.5260635018348694,0.5737285614013672,-0.044994842261075974,0.5194547176361084,0.43584513664245605,-0.0877002477645874,0.5234466791152954,0.35355791449546814,-0.11392154544591904,0.5299862623214722,0.2839566469192505,-0.13218317925930023,0.586552083492279,0.5820580124855042,-0.051307544112205505,0.5634826421737671,0.5614117383956909,-0.11859427392482758,0.5412922501564026,0.6477826833724976,-0.13620948791503906,0.5309770107269287,0.702904224395752,-0.132154643535614,0.6380292177200317,0.6157614588737488,-0.06181837245821953,0.5975778102874756,0.6503499150276184,-0.12070561945438385,0.5714443325996399,0.7372009754180908,-0.1118401437997818,0.5616693496704102,0.7810280323028564,-0.0898781418800354,0.6823630928993225,0.6660561561584473,-0.07658050209283829,0.6407945156097412,0.6979743838310242,-0.11053375154733658,0.6113221645355225,0.7604949474334717,-0.09992216527462006,0.6002757549285889,0.7908896803855896,-0.08162710815668106,1
0.5743642449378967,0.8789677619934082,-2.3478877153593203e-07,0.515012800693512,0.8288314938545227,-0.03519560024142265,0.47290441393852234,0.7446281313896179,-0.06157650426030159,0.4906295835971832,0.6767178773880005,-0.0893414244055748,0.5384957194328308,0.6466938853263855,-0.11600646376609802,0.5261949896812439,0.572431206703186,-0.04291534796357155,0.5201810002326965,0.43512415885925293,-0.08294608443975449,0.5237693190574646,0.3528875708580017,-0.10661640018224716,0.5309074521064758,0.2835145890712738,-0.12294846028089523,0.5860503911972046,0.580888032913208,-0.04886842891573906,0.5655507445335388,0.5660576224327087,-0.11259309947490692,0.5447519421577454,0.6523919105529785,-0.12824438512325287,0.5362586379051208,0.7084431648254395,-0.12343399971723557,0.6369925141334534,0.6152352094650269,-0.05879158154129982,0.5997107625007629,0.6489965915679932,-0.11510922759771347,0.5743000507354736,0.7344847321510315,-0.10610159486532211,0.565389096736908,0.7790632247924805,-0.08457046002149582,0.6807359457015991,0.6654715538024902,-0.07272036373615265,0.6409343481063843,0.6979239583015442,-0.10569444298744202,0.6116997599601746,0.7598015666007996,-0.09553056955337524,0.6007240414619446,0.7911654114723206,-0.07759055495262146,1
